"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2011","2011",374,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2012","2012",380,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2013","2013",382,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2014","2014",382,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2015","2015",397,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2016","2016",406,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",416,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2010","2010",440,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2011","2011",445,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2012","2012",452,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2013","2013",454,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2014","2014",468,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2015","2015",487,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2016","2016",496,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",514,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2013","2013",652,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2014","2014",675,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2015","2015",664,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2016","2016",681,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",687,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2010","2010",3308,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2011","2011",3465,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2012","2012",3443,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2013","2013",3566,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2014","2014",3635,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2015","2015",3599,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2016","2016",3651,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2017","2017",3571,"B","Break"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2018","2018",3618,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2019","2019",3722,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2020","2020",3774,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2010","2010",4135,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2011","2011",4295,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2012","2012",4368,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2013","2013",4487,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2014","2014",3977,"B","Break"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2015","2015",5370,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2016","2016",5490,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2017","2017",4957,"B","Break"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2018","2018",5079,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2019","2019",5239,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2020","2020",5349,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2010","2010",5545,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2011","2011",5725,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2012","2012",5870,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2013","2013",6025,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2014","2014",6225,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2015","2015",6435,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2016","2016",6600,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2017","2017",5185,"B","Break"
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2018","2018",5364,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2019","2019",5544,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2020","2020",5722,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",2750,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",2821,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",2861,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",2932,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",2990,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",3075,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",3148,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",3197,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",3408,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",3489,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",3652,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",3698,"E","Estimated value"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",3180,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",3223,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",3304,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",3351,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",3406,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",3502,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",3577,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",3718,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",3787,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",3832,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",3906,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",4062,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",4181,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",4219,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",4272,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",4329,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",4411,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",4614,"B","Break"
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",4709,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",4786,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",4882,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",4965,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",5006,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",5133,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",3120,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",3196,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",3367,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",3506,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",3710,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",3868,"B","Break"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",4113,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",4251,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",4416,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",4591,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",4748,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",4939,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",3832,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",3959,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",4182,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",4327,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",4536,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",4760,"B","Break"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",5054,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",5224,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",5397,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",5664,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",5857,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",6126,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",4627,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",4803,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",5028,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",5201,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",5492,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",5854,"B","Break"
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",6217,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",6473,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",6661,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",7056,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",7392,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",7665,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2010","2010",25203,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2011","2011",26290,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2012","2012",26843,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2013","2013",27446,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2014","2014",27747,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2015","2015",28121,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2016","2016",29268,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2017","2017",29330,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2018","2018",28873,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2019","2019",28195,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2020","2020",28387,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2010","2010",26226,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2011","2011",27338,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2012","2012",27839,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2013","2013",28363,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2014","2014",28753,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2015","2015",28712,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2016","2016",30281,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","POL","Poland","2017","2017",30228,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2010","2010",28330,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2011","2011",29291,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2012","2012",29869,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2013","2013",30533,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2014","2014",31417,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2015","2015",33111,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2016","2016",33914,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2017","2017",34797,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2018","2018",35553,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2019","2019",36117,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","POL","Poland","2020","2020",36527,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2010","2010",7674,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2011","2011",7930,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2012","2012",7744,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2013","2013",8068,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2014","2014",8379,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2015","2015",8711,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2016","2016",8788,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2017","2017",9340,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2018","2018",9353,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2019","2019",9586,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2020","2020",9815,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2010","2010",10895,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2011","2011",11887,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2012","2012",10980,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2014","2014",11762,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2015","2015",12119,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2016","2016",12486,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2017","2017",13008,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2018","2018",13478,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2019","2019",13854,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2020","2020",15565,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2010","2010",12185,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2011","2011",12253,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2012","2012",12373,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2014","2014",13361,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2015","2015",13711,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2016","2016",14088,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2017","2017",16073,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2018","2018",16658,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2019","2019",18292,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2010","2010",3267,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2011","2011",3382,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2012","2012",3522,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2013","2013",3333,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2014","2014",3644,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2015","2015",3826,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2016","2016",4183,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2017","2017",4243,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2018","2018",4354,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2019","2019",4461,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2020","2020",4570,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2010","2010",43000,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2011","2011",43767,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2012","2012",49200,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2013","2013",52100,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2014","2014",54567,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2015","2015",55400,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2016","2016",56167,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2017","2017",53867,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2018","2018",55633,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2019","2019",58133,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2020","2020",62333,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2010","2010",48033,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2011","2011",49000,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2012","2012",55100,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2013","2013",58867,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2014","2014",62133,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2015","2015",63467,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2016","2016",64267,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2017","2017",60800,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2018","2018",61800,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2019","2019",64600,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ESP","Spain","2020","2020",69600,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2010","2010",64203,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2011","2011",64977,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2012","2012",65472,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2013","2013",66657,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2014","2014",68381,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2015","2015",69774,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2016","2016",71119,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2017","2017",72500,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2018","2018",74043,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2019","2019",75260,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","ESP","Spain","2020","2020",76821,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2010","2010",7147,,
